Year,Month,Month-number,Data_Item,Value,Units
1998,March,3,Retail-wholesale spread for broiler composite,88.59,Cents per retail pound
1998,April,4,Retail-wholesale spread for broiler composite,92.97,Cents per retail pound
1998,May,5,Retail-wholesale spread for broiler composite,89.05,Cents per retail pound
1998,June,6,Retail-wholesale spread for broiler composite,89.54,Cents per retail pound
1998,July,7,Retail-wholesale spread for broiler composite,78.79,Cents per retail pound
1998,August,8,Retail-wholesale spread for broiler composite,81.61,Cents per retail pound
1998,September,9,Retail-wholesale spread for broiler composite,82.88,Cents per retail pound
1998,October,10,Retail-wholesale spread for broiler composite,94.75,Cents per retail pound
1998,November,11,Retail-wholesale spread for broiler composite,98.01,Cents per retail pound
1998,December,12,Retail-wholesale spread for broiler composite,99.48,Cents per retail pound
1999,January,1,Retail-wholesale spread for broiler composite,98.77,Cents per retail pound
1999,February,2,Retail-wholesale spread for broiler composite,98.1,Cents per retail pound
1999,March,3,Retail-wholesale spread for broiler composite,103.06,Cents per retail pound
1999,April,4,Retail-wholesale spread for broiler composite,102.64,Cents per retail pound
1999,May,5,Retail-wholesale spread for broiler composite,95.55,Cents per retail pound
1999,June,6,Retail-wholesale spread for broiler composite,98.72,Cents per retail pound
1999,July,7,Retail-wholesale spread for broiler composite,102.09,Cents per retail pound
1999,August,8,Retail-wholesale spread for broiler composite,100.39,Cents per retail pound
1999,September,9,Retail-wholesale spread for broiler composite,99.19473882,Cents per retail pound
1999,October,10,Retail-wholesale spread for broiler composite,105.53,Cents per retail pound
1999,November,11,Retail-wholesale spread for broiler composite,103,Cents per retail pound
1999,December,12,Retail-wholesale spread for broiler composite,96.86,Cents per retail pound
2000,January,1,Retail-wholesale spread for broiler composite,103.02,Cents per retail pound
2000,February,2,Retail-wholesale spread for broiler composite,101.18,Cents per retail pound
2000,March,3,Retail-wholesale spread for broiler composite,103.95,Cents per retail pound
2000,April,4,Retail-wholesale spread for broiler composite,104.0760464,Cents per retail pound
2000,May,5,Retail-wholesale spread for broiler composite,108.0482121,Cents per retail pound
2000,June,6,Retail-wholesale spread for broiler composite,102.9215172,Cents per retail pound
2000,July,7,Retail-wholesale spread for broiler composite,105.3924332,Cents per retail pound
2000,August,8,Retail-wholesale spread for broiler composite,106.6294243,Cents per retail pound
2000,September,9,Retail-wholesale spread for broiler composite,99.5,Cents per retail pound
2000,October,10,Retail-wholesale spread for broiler composite,95.44,Cents per retail pound
2000,November,11,Retail-wholesale spread for broiler composite,91.18,Cents per retail pound
2000,December,12,Retail-wholesale spread for broiler composite,100.06,Cents per retail pound
2001,January,1,Retail-wholesale spread for broiler composite,105.69,Cents per retail pound
2001,February,2,Retail-wholesale spread for broiler composite,95.96,Cents per retail pound
2001,March,3,Retail-wholesale spread for broiler composite,96.28,Cents per retail pound
2001,April,4,Retail-wholesale spread for broiler composite,95.68,Cents per retail pound
2001,May,5,Retail-wholesale spread for broiler composite,89.73,Cents per retail pound
2001,June,6,Retail-wholesale spread for broiler composite,89.31,Cents per retail pound
2001,July,7,Retail-wholesale spread for broiler composite,93.4,Cents per retail pound
2001,August,8,Retail-wholesale spread for broiler composite,94.9153566,Cents per retail pound
2001,September,9,Retail-wholesale spread for broiler composite,89.21427504,Cents per retail pound
2001,October,10,Retail-wholesale spread for broiler composite,96.62,Cents per retail pound
2001,November,11,Retail-wholesale spread for broiler composite,98.54,Cents per retail pound
2001,December,12,Retail-wholesale spread for broiler composite,102.78,Cents per retail pound
2002,January,1,Retail-wholesale spread for broiler composite,100.28,Cents per retail pound
2002,February,2,Retail-wholesale spread for broiler composite,104.3,Cents per retail pound
2002,March,3,Retail-wholesale spread for broiler composite,103.1,Cents per retail pound
2002,April,4,Retail-wholesale spread for broiler composite,107.13,Cents per retail pound
2002,May,5,Retail-wholesale spread for broiler composite,101.09,Cents per retail pound
2002,June,6,Retail-wholesale spread for broiler composite,99.55,Cents per retail pound
2002,July,7,Retail-wholesale spread for broiler composite,101.89,Cents per retail pound
2002,August,8,Retail-wholesale spread for broiler composite,106.36,Cents per retail pound
2002,September,9,Retail-wholesale spread for broiler composite,107.55,Cents per retail pound
2002,October,10,Retail-wholesale spread for broiler composite,112.56,Cents per retail pound
2002,November,11,Retail-wholesale spread for broiler composite,113.48,Cents per retail pound
2002,December,12,Retail-wholesale spread for broiler composite,113.5,Cents per retail pound
2003,January,1,Retail-wholesale spread for broiler composite,103.73,Cents per retail pound
2003,February,2,Retail-wholesale spread for broiler composite,97.34,Cents per retail pound
2003,March,3,Retail-wholesale spread for broiler composite,99.33,Cents per retail pound
2003,April,4,Retail-wholesale spread for broiler composite,102.56,Cents per retail pound
2003,May,5,Retail-wholesale spread for broiler composite,96.4,Cents per retail pound
2003,June,6,Retail-wholesale spread for broiler composite,92.8149227,Cents per retail pound
2003,July,7,Retail-wholesale spread for broiler composite,93.64234537,Cents per retail pound
2003,August,8,Retail-wholesale spread for broiler composite,89.10830689,Cents per retail pound
2003,September,9,Retail-wholesale spread for broiler composite,89.11139309,Cents per retail pound
2003,October,10,Retail-wholesale spread for broiler composite,95.78996756,Cents per retail pound
2003,November,11,Retail-wholesale spread for broiler composite,93.79020461,Cents per retail pound
2003,December,12,Retail-wholesale spread for broiler composite,94.31023946,Cents per retail pound
2004,January,1,Retail-wholesale spread for broiler composite,91.54521225,Cents per retail pound
2004,February,2,Retail-wholesale spread for broiler composite,86.99996413,Cents per retail pound
2004,March,3,Retail-wholesale spread for broiler composite,83.62698443,Cents per retail pound
2004,April,4,Retail-wholesale spread for broiler composite,82.36387802,Cents per retail pound
2004,May,5,Retail-wholesale spread for broiler composite,86.5046841,Cents per retail pound
2004,June,6,Retail-wholesale spread for broiler composite,85.02468281,Cents per retail pound
2004,July,7,Retail-wholesale spread for broiler composite,89.54432159,Cents per retail pound
2004,August,8,Retail-wholesale spread for broiler composite,97.70988121,Cents per retail pound
2004,September,9,Retail-wholesale spread for broiler composite,109.069077,Cents per retail pound
2004,October,10,Retail-wholesale spread for broiler composite,114.3082511,Cents per retail pound
2004,November,11,Retail-wholesale spread for broiler composite,113.0939361,Cents per retail pound
2004,December,12,Retail-wholesale spread for broiler composite,113.2624805,Cents per retail pound
2005,January,1,Retail-wholesale spread for broiler composite,104.37,Cents per retail pound
2005,February,2,Retail-wholesale spread for broiler composite,102.49,Cents per retail pound
2005,March,3,Retail-wholesale spread for broiler composite,102.5,Cents per retail pound
2005,April,4,Retail-wholesale spread for broiler composite,104.29,Cents per retail pound
2005,May,5,Retail-wholesale spread for broiler composite,102,Cents per retail pound
2005,June,6,Retail-wholesale spread for broiler composite,103.18,Cents per retail pound
2005,July,7,Retail-wholesale spread for broiler composite,101.27,Cents per retail pound
2005,August,8,Retail-wholesale spread for broiler composite,103.81,Cents per retail pound
2005,September,9,Retail-wholesale spread for broiler composite,103.82,Cents per retail pound
2005,October,10,Retail-wholesale spread for broiler composite,110.07,Cents per retail pound
2005,November,11,Retail-wholesale spread for broiler composite,120.19,Cents per retail pound
2005,December,12,Retail-wholesale spread for broiler composite,118.56,Cents per retail pound
2006,January,1,Retail-wholesale spread for broiler composite,114.6258795,Cents per retail pound
2006,February,2,Retail-wholesale spread for broiler composite,100.9672429,Cents per retail pound
2006,March,3,Retail-wholesale spread for broiler composite,114.6347358,Cents per retail pound
2006,April,4,Retail-wholesale spread for broiler composite,115.4362619,Cents per retail pound
2006,May,5,Retail-wholesale spread for broiler composite,98.1537946,Cents per retail pound
2006,June,6,Retail-wholesale spread for broiler composite,91.83226624,Cents per retail pound
2006,July,7,Retail-wholesale spread for broiler composite,94.15737698,Cents per retail pound
2006,August,8,Retail-wholesale spread for broiler composite,93.0972933,Cents per retail pound
2006,September,9,Retail-wholesale spread for broiler composite,90.43998606,Cents per retail pound
2006,October,10,Retail-wholesale spread for broiler composite,98.07555262,Cents per retail pound
2006,November,11,Retail-wholesale spread for broiler composite,102.2432691,Cents per retail pound
2006,December,12,Retail-wholesale spread for broiler composite,95.79210766,Cents per retail pound
2007,January,1,Retail-wholesale spread for broiler composite,86.56031808,Cents per retail pound
2007,February,2,Retail-wholesale spread for broiler composite,87.09690492,Cents per retail pound
2007,March,3,Retail-wholesale spread for broiler composite,84.77114994,Cents per retail pound
2007,April,4,Retail-wholesale spread for broiler composite,85.6717269,Cents per retail pound
2007,May,5,Retail-wholesale spread for broiler composite,82.3032128,Cents per retail pound
2007,June,6,Retail-wholesale spread for broiler composite,82.74261108,Cents per retail pound
2007,July,7,Retail-wholesale spread for broiler composite,88.4590241,Cents per retail pound
2007,August,8,Retail-wholesale spread for broiler composite,85.9530139,Cents per retail pound
2007,September,9,Retail-wholesale spread for broiler composite,89.11906176,Cents per retail pound
2007,October,10,Retail-wholesale spread for broiler composite,97.02216422,Cents per retail pound
2007,November,11,Retail-wholesale spread for broiler composite,97.21939432,Cents per retail pound
2007,December,12,Retail-wholesale spread for broiler composite,99.73575384,Cents per retail pound
2008,January,1,Retail-wholesale spread for broiler composite,96.45640786,Cents per retail pound
2008,February,2,Retail-wholesale spread for broiler composite,97.10149818,Cents per retail pound
2008,March,3,Retail-wholesale spread for broiler composite,101.4174362,Cents per retail pound
2008,April,4,Retail-wholesale spread for broiler composite,104.3074991,Cents per retail pound
2008,May,5,Retail-wholesale spread for broiler composite,100.9993233,Cents per retail pound
2008,June,6,Retail-wholesale spread for broiler composite,103.9799739,Cents per retail pound
